"","Date","month","day","year","hour","DayOfWeek","Weekday","PeakHour","Temperature","KWh_Class"
"464","12/20/2014",12,20,2014,7,6,0,1,28.04,"Above_Normal"
"465","12/20/2014",12,20,2014,8,6,0,1,30.02,"Above_Normal"
"466","12/20/2014",12,20,2014,9,6,0,1,30.11,"Above_Normal"
"467","12/20/2014",12,20,2014,10,6,0,1,30.92,"Above_Normal"
"468","12/20/2014",12,20,2014,11,6,0,1,33.08,"Above_Normal"
"469","12/20/2014",12,20,2014,12,6,0,1,33.08,"Above_Normal"
"470","12/20/2014",12,20,2014,13,6,0,1,33.98,"Above_Normal"
"471","12/20/2014",12,20,2014,14,6,0,1,33.8,"Above_Normal"
"472","12/20/2014",12,20,2014,15,6,0,1,33.98,"Above_Normal"
"473","12/20/2014",12,20,2014,16,6,0,1,33.08,"Above_Normal"
"474","12/20/2014",12,20,2014,17,6,0,1,33.44,"Above_Normal"
"475","12/20/2014",12,20,2014,18,6,0,1,33.89,"Above_Normal"
"476","12/20/2014",12,20,2014,19,6,0,1,35.06,"Above_Normal"
"477","12/20/2014",12,20,2014,20,6,0,0,35.06,"Optimal"
"478","12/20/2014",12,20,2014,21,6,0,0,35.06,"Optimal"
"479","12/20/2014",12,20,2014,22,6,0,0,35.06,"Optimal"
"480","12/20/2014",12,20,2014,23,6,0,0,35.06,"Optimal"
"481","12/21/2014",12,21,2014,0,0,0,0,35.06,"Optimal"
"482","12/21/2014",12,21,2014,1,0,0,0,35.33,"Optimal"
"483","12/21/2014",12,21,2014,2,0,0,0,35.06,"Optimal"
"484","12/21/2014",12,21,2014,3,0,0,0,35.06,"Optimal"
"485","12/21/2014",12,21,2014,4,0,0,0,32,"Optimal"
"486","12/21/2014",12,21,2014,5,0,0,0,32,"Optimal"
"487","12/21/2014",12,21,2014,6,0,0,1,30.92,"Above_Normal"
"488","12/21/2014",12,21,2014,7,0,0,1,30.02,"Above_Normal"
"489","12/21/2014",12,21,2014,8,0,0,1,30.02,"Above_Normal"
"490","12/21/2014",12,21,2014,9,0,0,1,30.11,"Above_Normal"
"491","12/21/2014",12,21,2014,10,0,0,1,30.92,"Above_Normal"
"492","12/21/2014",12,21,2014,11,0,0,1,32,"Above_Normal"
"493","12/21/2014",12,21,2014,12,0,0,1,32,"Above_Normal"
"494","12/21/2014",12,21,2014,13,0,0,1,33.08,"Above_Normal"
"495","12/21/2014",12,21,2014,14,0,0,1,33.08,"Above_Normal"
"496","12/21/2014",12,21,2014,15,0,0,1,33.8,"Above_Normal"
"497","12/21/2014",12,21,2014,16,0,0,1,33.98,"Above_Normal"
"498","12/21/2014",12,21,2014,17,0,0,1,33.89,"Above_Normal"
"499","12/21/2014",12,21,2014,18,0,0,1,33.98,"Above_Normal"
"500","12/21/2014",12,21,2014,19,0,0,1,33.98,"Above_Normal"
"501","12/21/2014",12,21,2014,20,0,0,0,33.98,"Optimal"
"502","12/21/2014",12,21,2014,21,0,0,0,33.98,"Optimal"
"503","12/21/2014",12,21,2014,22,0,0,0,33.98,"Optimal"
"504","12/21/2014",12,21,2014,23,0,0,0,33.98,"Optimal"
"505","12/22/2014",12,22,2014,0,1,1,0,33.08,"Above_Normal"
"506","12/22/2014",12,22,2014,1,1,1,0,33.08,"Above_Normal"
"507","12/22/2014",12,22,2014,2,1,1,0,33.08,"Above_Normal"
"508","12/22/2014",12,22,2014,3,1,1,0,33.08,"Above_Normal"
"509","12/22/2014",12,22,2014,4,1,1,0,33.08,"Above_Normal"
"510","12/22/2014",12,22,2014,5,1,1,0,33.08,"Above_Normal"
"511","12/22/2014",12,22,2014,6,1,1,1,33.56,"Above_Normal"
"512","12/22/2014",12,22,2014,7,1,1,1,33.98,"Above_Normal"
"513","12/22/2014",12,22,2014,8,1,1,1,35.06,"Above_Normal"
"514","12/22/2014",12,22,2014,9,1,1,1,37.94,"Above_Normal"
"515","12/22/2014",12,22,2014,10,1,1,1,39.92,"Above_Normal"
"516","12/22/2014",12,22,2014,11,1,1,1,42.08,"Above_Normal"
"517","12/22/2014",12,22,2014,12,1,1,1,44.06,"Above_Normal"
"518","12/22/2014",12,22,2014,13,1,1,1,43.46,"Above_Normal"
"519","12/22/2014",12,22,2014,14,1,1,1,42.44,"Above_Normal"
"520","12/22/2014",12,22,2014,15,1,1,1,41.9,"Above_Normal"
"521","12/22/2014",12,22,2014,16,1,1,1,41,"Above_Normal"
"522","12/22/2014",12,22,2014,17,1,1,1,41,"Above_Normal"
"523","12/22/2014",12,22,2014,18,1,1,1,40.1,"Above_Normal"
"524","12/22/2014",12,22,2014,19,1,1,1,42.56,"Above_Normal"
"525","12/22/2014",12,22,2014,20,1,1,0,41,"Above_Normal"
"526","12/22/2014",12,22,2014,21,1,1,0,42.08,"Above_Normal"
"527","12/22/2014",12,22,2014,22,1,1,0,42.08,"Above_Normal"
"528","12/22/2014",12,22,2014,23,1,1,0,42.08,"Above_Normal"
"529","12/23/2014",12,23,2014,0,2,1,0,42.89,"Above_Normal"
"530","12/23/2014",12,23,2014,1,2,1,0,42.89,"Above_Normal"
"531","12/23/2014",12,23,2014,2,2,1,0,42.86,"Above_Normal"
"532","12/23/2014",12,23,2014,3,2,1,0,42.86,"Above_Normal"
"533","12/23/2014",12,23,2014,4,2,1,0,43.43,"Above_Normal"
"534","12/23/2014",12,23,2014,5,2,1,0,42.98,"Above_Normal"
"535","12/23/2014",12,23,2014,6,2,1,1,42.845,"Above_Normal"
"536","12/23/2014",12,23,2014,7,2,1,1,44.06,"Above_Normal"
"537","12/23/2014",12,23,2014,8,2,1,1,44.06,"Above_Normal"
"538","12/23/2014",12,23,2014,9,2,1,1,44.96,"Above_Normal"
"539","12/23/2014",12,23,2014,10,2,1,1,44.06,"Above_Normal"
"540","12/23/2014",12,23,2014,11,2,1,1,44.96,"Above_Normal"
"541","12/23/2014",12,23,2014,12,2,1,1,44.96,"Above_Normal"
"542","12/23/2014",12,23,2014,13,2,1,1,44.72,"Above_Normal"
"543","12/23/2014",12,23,2014,14,2,1,1,44.96,"Above_Normal"
"544","12/23/2014",12,23,2014,15,2,1,1,44.96,"Above_Normal"
"545","12/23/2014",12,23,2014,16,2,1,1,45.68,"Above_Normal"
"546","12/23/2014",12,23,2014,17,2,1,1,46.04,"Above_Normal"
"547","12/23/2014",12,23,2014,18,2,1,1,46.04,"Above_Normal"
"548","12/23/2014",12,23,2014,19,2,1,1,46.04,"Above_Normal"
"549","12/23/2014",12,23,2014,20,2,1,0,46.04,"Above_Normal"
"550","12/23/2014",12,23,2014,21,2,1,0,42.98,"Above_Normal"
"551","12/23/2014",12,23,2014,22,2,1,0,42.98,"Above_Normal"
"552","12/23/2014",12,23,2014,23,2,1,0,42.08,"Above_Normal"
"553","12/24/2014",12,24,2014,0,3,1,0,42.08,"Above_Normal"
"554","12/24/2014",12,24,2014,1,3,1,0,42.08,"Above_Normal"
"555","12/24/2014",12,24,2014,2,3,1,0,42.08,"Above_Normal"
"556","12/24/2014",12,24,2014,3,3,1,0,42.08,"Above_Normal"
"557","12/24/2014",12,24,2014,4,3,1,0,41,"Above_Normal"
"558","12/24/2014",12,24,2014,5,3,1,0,41,"Above_Normal"
"559","12/24/2014",12,24,2014,6,3,1,1,41,"Above_Normal"
"560","12/24/2014",12,24,2014,7,3,1,1,42.08,"Above_Normal"
"561","12/24/2014",12,24,2014,8,3,1,1,42.08,"Above_Normal"
"562","12/24/2014",12,24,2014,9,3,1,1,42.98,"Above_Normal"
"563","12/24/2014",12,24,2014,10,3,1,1,44.96,"Above_Normal"
"564","12/24/2014",12,24,2014,11,3,1,1,44.96,"Above_Normal"
"565","12/24/2014",12,24,2014,12,3,1,1,44.96,"Above_Normal"
"566","12/24/2014",12,24,2014,13,3,1,1,44.96,"Above_Normal"
"567","12/24/2014",12,24,2014,14,3,1,1,44.96,"Above_Normal"
"568","12/24/2014",12,24,2014,15,3,1,1,44.96,"Above_Normal"
"569","12/24/2014",12,24,2014,16,3,1,1,46.04,"Above_Normal"
"570","12/24/2014",12,24,2014,17,3,1,1,44.78,"Above_Normal"
"571","12/24/2014",12,24,2014,18,3,1,1,46.22,"Above_Normal"
"572","12/24/2014",12,24,2014,19,3,1,1,46.04,"Above_Normal"
"573","12/24/2014",12,24,2014,20,3,1,0,44.78,"Above_Normal"
"574","12/24/2014",12,24,2014,21,3,1,0,44.78,"Above_Normal"
"575","12/24/2014",12,24,2014,22,3,1,0,46.04,"Above_Normal"
"576","12/24/2014",12,24,2014,23,3,1,0,44.96,"Above_Normal"
"577","12/25/2014",12,25,2014,0,4,1,0,44.78,"Above_Normal"
"578","12/25/2014",12,25,2014,1,4,1,0,44.72,"Above_Normal"
"579","12/25/2014",12,25,2014,2,4,1,0,46.94,"Above_Normal"
"580","12/25/2014",12,25,2014,3,4,1,0,57.92,"Above_Normal"
"581","12/25/2014",12,25,2014,4,4,1,0,58.46,"Above_Normal"
"582","12/25/2014",12,25,2014,5,4,1,0,57.56,"Above_Normal"
"583","12/25/2014",12,25,2014,6,4,1,1,57.56,"Above_Normal"
"584","12/25/2014",12,25,2014,7,4,1,1,55.67,"Above_Normal"
"585","12/25/2014",12,25,2014,8,4,1,1,57.02,"Above_Normal"
"586","12/25/2014",12,25,2014,9,4,1,1,53.96,"Above_Normal"
"587","12/25/2014",12,25,2014,10,4,1,1,51.98,"Above_Normal"
"588","12/25/2014",12,25,2014,11,4,1,1,50,"Above_Normal"
"589","12/25/2014",12,25,2014,12,4,1,1,51.08,"Above_Normal"
"590","12/25/2014",12,25,2014,13,4,1,1,51.08,"Above_Normal"
"591","12/25/2014",12,25,2014,14,4,1,1,50,"Above_Normal"
"592","12/25/2014",12,25,2014,15,4,1,1,48.02,"Above_Normal"
"593","12/25/2014",12,25,2014,16,4,1,1,46.94,"Above_Normal"
"594","12/25/2014",12,25,2014,17,4,1,1,46.94,"Above_Normal"
"595","12/25/2014",12,25,2014,18,4,1,1,46.94,"Above_Normal"
"596","12/25/2014",12,25,2014,19,4,1,1,46.04,"Above_Normal"
"597","12/25/2014",12,25,2014,20,4,1,0,46.04,"Above_Normal"
"598","12/25/2014",12,25,2014,21,4,1,0,44.96,"Above_Normal"
"599","12/25/2014",12,25,2014,22,4,1,0,44.96,"Above_Normal"
"600","12/25/2014",12,25,2014,23,4,1,0,44.06,"Above_Normal"
"601","12/26/2014",12,26,2014,0,5,1,0,42.98,"Above_Normal"
"602","12/26/2014",12,26,2014,1,5,1,0,42.08,"Above_Normal"
"603","12/26/2014",12,26,2014,2,5,1,0,42.08,"Above_Normal"
"604","12/26/2014",12,26,2014,3,5,1,0,39.92,"Above_Normal"
"605","12/26/2014",12,26,2014,4,5,1,0,41,"Above_Normal"
"606","12/26/2014",12,26,2014,5,5,1,0,37.94,"Above_Normal"
"607","12/26/2014",12,26,2014,6,5,1,1,37.94,"Above_Normal"
"608","12/26/2014",12,26,2014,7,5,1,1,39.02,"Above_Normal"
"609","12/26/2014",12,26,2014,8,5,1,1,42.98,"Above_Normal"
"610","12/26/2014",12,26,2014,9,5,1,1,44.96,"Above_Normal"
"611","12/26/2014",12,26,2014,10,5,1,1,46.04,"Above_Normal"
"612","12/26/2014",12,26,2014,11,5,1,1,46.94,"Above_Normal"
"613","12/26/2014",12,26,2014,12,5,1,1,48.02,"Above_Normal"
"614","12/26/2014",12,26,2014,13,5,1,1,48.92,"Above_Normal"
"615","12/26/2014",12,26,2014,14,5,1,1,48.92,"Above_Normal"
"616","12/26/2014",12,26,2014,15,5,1,1,48.02,"Above_Normal"
"617","12/26/2014",12,26,2014,16,5,1,1,48.02,"Above_Normal"
"618","12/26/2014",12,26,2014,17,5,1,1,46.04,"Above_Normal"
"619","12/26/2014",12,26,2014,18,5,1,1,44.96,"Above_Normal"
"620","12/26/2014",12,26,2014,19,5,1,1,44.06,"Above_Normal"
"621","12/26/2014",12,26,2014,20,5,1,0,42.98,"Above_Normal"
"622","12/26/2014",12,26,2014,21,5,1,0,42.98,"Above_Normal"
"623","12/26/2014",12,26,2014,22,5,1,0,42.08,"Above_Normal"
"624","12/26/2014",12,26,2014,23,5,1,0,41,"Above_Normal"
"625","12/27/2014",12,27,2014,0,6,0,0,39.92,"Optimal"
"626","12/27/2014",12,27,2014,1,6,0,0,39.92,"Optimal"
"627","12/27/2014",12,27,2014,2,6,0,0,41,"Optimal"
"628","12/27/2014",12,27,2014,3,6,0,0,41,"Optimal"
"629","12/27/2014",12,27,2014,4,6,0,0,39.92,"Optimal"
"630","12/27/2014",12,27,2014,5,6,0,0,41,"Optimal"
"631","12/27/2014",12,27,2014,6,6,0,1,39.92,"Above_Normal"
"632","12/27/2014",12,27,2014,7,6,0,1,41,"Above_Normal"
"633","12/27/2014",12,27,2014,8,6,0,1,42.98,"Above_Normal"
"634","12/27/2014",12,27,2014,9,6,0,1,44.96,"Above_Normal"
"635","12/27/2014",12,27,2014,10,6,0,1,48.02,"Above_Normal"
"636","12/27/2014",12,27,2014,11,6,0,1,50,"Above_Normal"
"637","12/27/2014",12,27,2014,12,6,0,1,51.98,"Above_Normal"
"638","12/27/2014",12,27,2014,13,6,0,1,51.8,"Above_Normal"
"639","12/27/2014",12,27,2014,14,6,0,1,51.98,"Above_Normal"
"640","12/27/2014",12,27,2014,15,6,0,1,50,"Above_Normal"
"641","12/27/2014",12,27,2014,16,6,0,1,48.02,"Above_Normal"
"642","12/27/2014",12,27,2014,17,6,0,1,46.94,"Above_Normal"
"643","12/27/2014",12,27,2014,18,6,0,1,46.04,"Above_Normal"
"644","12/27/2014",12,27,2014,19,6,0,1,44.96,"Above_Normal"
"645","12/27/2014",12,27,2014,20,6,0,0,44.06,"Optimal"
"646","12/27/2014",12,27,2014,21,6,0,0,42.98,"Optimal"
"647","12/27/2014",12,27,2014,22,6,0,0,44.06,"Optimal"
"648","12/27/2014",12,27,2014,23,6,0,0,42.98,"Optimal"
"649","12/28/2014",12,28,2014,0,0,0,0,44.96,"Optimal"
"650","12/28/2014",12,28,2014,1,0,0,0,44.96,"Optimal"
"651","12/28/2014",12,28,2014,2,0,0,0,44.96,"Optimal"
"652","12/28/2014",12,28,2014,3,0,0,0,44.96,"Optimal"
"653","12/28/2014",12,28,2014,4,0,0,0,44.96,"Optimal"
"654","12/28/2014",12,28,2014,5,0,0,0,44.96,"Optimal"
"655","12/28/2014",12,28,2014,6,0,0,1,44.96,"Above_Normal"
"656","12/28/2014",12,28,2014,7,0,0,1,46.04,"Above_Normal"
"657","12/28/2014",12,28,2014,8,0,0,1,46.04,"Above_Normal"
"658","12/28/2014",12,28,2014,9,0,0,1,46.94,"Above_Normal"
"659","12/28/2014",12,28,2014,10,0,0,1,48.02,"Above_Normal"
"660","12/28/2014",12,28,2014,11,0,0,1,48.92,"Above_Normal"
"661","12/28/2014",12,28,2014,12,0,0,1,50,"Above_Normal"
"662","12/28/2014",12,28,2014,13,0,0,1,51.08,"Above_Normal"
"663","12/28/2014",12,28,2014,14,0,0,1,51.98,"Above_Normal"
"664","12/28/2014",12,28,2014,15,0,0,1,48.92,"Above_Normal"
"665","12/28/2014",12,28,2014,16,0,0,1,46.94,"Above_Normal"
"666","12/28/2014",12,28,2014,17,0,0,1,46.94,"Above_Normal"
"667","12/28/2014",12,28,2014,18,0,0,1,46.04,"Above_Normal"
"668","12/28/2014",12,28,2014,19,0,0,1,44.96,"Above_Normal"
"669","12/28/2014",12,28,2014,20,0,0,0,44.06,"Optimal"
"670","12/28/2014",12,28,2014,21,0,0,0,42.08,"Optimal"
"671","12/28/2014",12,28,2014,22,0,0,0,41,"Optimal"
"672","12/28/2014",12,28,2014,23,0,0,0,39.92,"Optimal"
"673","12/29/2014",12,29,2014,0,1,1,0,39.02,"Above_Normal"
"674","12/29/2014",12,29,2014,1,1,1,0,37.94,"Above_Normal"
"675","12/29/2014",12,29,2014,2,1,1,0,37.04,"Above_Normal"
"676","12/29/2014",12,29,2014,3,1,1,0,35.96,"Above_Normal"
"677","12/29/2014",12,29,2014,4,1,1,0,35.96,"Above_Normal"
"678","12/29/2014",12,29,2014,5,1,1,0,35.96,"Above_Normal"
"679","12/29/2014",12,29,2014,6,1,1,1,35.06,"Above_Normal"
"680","12/29/2014",12,29,2014,7,1,1,1,35.06,"Above_Normal"
"681","12/29/2014",12,29,2014,8,1,1,1,35.06,"Above_Normal"
"682","12/29/2014",12,29,2014,9,1,1,1,39.02,"Above_Normal"
"683","12/29/2014",12,29,2014,10,1,1,1,39.92,"Above_Normal"
"684","12/29/2014",12,29,2014,11,1,1,1,41,"Above_Normal"
"685","12/29/2014",12,29,2014,12,1,1,1,39.92,"Above_Normal"
"686","12/29/2014",12,29,2014,13,1,1,1,41,"Above_Normal"
"687","12/29/2014",12,29,2014,14,1,1,1,39.92,"Above_Normal"
"688","12/29/2014",12,29,2014,15,1,1,1,39.92,"Above_Normal"
"689","12/29/2014",12,29,2014,16,1,1,1,39.02,"Above_Normal"
"690","12/29/2014",12,29,2014,17,1,1,1,37.94,"Above_Normal"
"691","12/29/2014",12,29,2014,18,1,1,1,35.06,"Above_Normal"
"692","12/29/2014",12,29,2014,19,1,1,1,33.08,"Above_Normal"
"693","12/29/2014",12,29,2014,20,1,1,0,32,"Above_Normal"
"694","12/29/2014",12,29,2014,21,1,1,0,30.92,"Above_Normal"
"695","12/29/2014",12,29,2014,22,1,1,0,30.92,"Above_Normal"
"696","12/29/2014",12,29,2014,23,1,1,0,30.02,"Above_Normal"
"697","12/30/2014",12,30,2014,0,2,1,0,28.04,"Above_Normal"
"698","12/30/2014",12,30,2014,1,2,1,0,26.96,"Above_Normal"
"699","12/30/2014",12,30,2014,2,2,1,0,24.98,"Above_Normal"
"700","12/30/2014",12,30,2014,3,2,1,0,24.08,"Above_Normal"
"701","12/30/2014",12,30,2014,4,2,1,0,24.08,"Above_Normal"
"702","12/30/2014",12,30,2014,5,2,1,0,23,"Above_Normal"
"703","12/30/2014",12,30,2014,6,2,1,1,23,"Above_Normal"
"704","12/30/2014",12,30,2014,7,2,1,1,23,"Above_Normal"
"705","12/30/2014",12,30,2014,8,2,1,1,24.08,"Above_Normal"
"706","12/30/2014",12,30,2014,9,2,1,1,24.98,"Above_Normal"
"707","12/30/2014",12,30,2014,10,2,1,1,26.06,"Above_Normal"
"708","12/30/2014",12,30,2014,11,2,1,1,26.96,"Above_Normal"
"709","12/30/2014",12,30,2014,12,2,1,1,28.04,"Above_Normal"
"710","12/30/2014",12,30,2014,13,2,1,1,28.94,"Above_Normal"
"711","12/30/2014",12,30,2014,14,2,1,1,30.02,"Above_Normal"
"712","12/30/2014",12,30,2014,15,2,1,1,28.94,"Above_Normal"
"713","12/30/2014",12,30,2014,16,2,1,1,28.04,"Above_Normal"
"714","12/30/2014",12,30,2014,17,2,1,1,26.96,"Above_Normal"
"715","12/30/2014",12,30,2014,18,2,1,1,26.06,"Above_Normal"
"716","12/30/2014",12,30,2014,19,2,1,1,24.98,"Above_Normal"
"717","12/30/2014",12,30,2014,20,2,1,0,24.98,"Above_Normal"
"718","12/30/2014",12,30,2014,21,2,1,0,24.08,"Above_Normal"
"719","12/30/2014",12,30,2014,22,2,1,0,23,"Above_Normal"
"720","12/30/2014",12,30,2014,23,2,1,0,21.92,"Above_Normal"
"721","12/31/2014",12,31,2014,0,3,1,0,21.02,"Above_Normal"
"722","12/31/2014",12,31,2014,1,3,1,0,19.94,"Above_Normal"
"723","12/31/2014",12,31,2014,2,3,1,0,19.94,"Above_Normal"
"724","12/31/2014",12,31,2014,3,3,1,0,19.94,"Above_Normal"
"725","12/31/2014",12,31,2014,4,3,1,0,19.94,"Above_Normal"
"726","12/31/2014",12,31,2014,5,3,1,0,19.94,"Above_Normal"
"727","12/31/2014",12,31,2014,6,3,1,1,19.94,"Above_Normal"
"728","12/31/2014",12,31,2014,7,3,1,1,21.02,"Above_Normal"
"729","12/31/2014",12,31,2014,8,3,1,1,24.08,"Above_Normal"
"730","12/31/2014",12,31,2014,9,3,1,1,26.06,"Above_Normal"
"731","12/31/2014",12,31,2014,10,3,1,1,28.04,"Above_Normal"
"732","12/31/2014",12,31,2014,11,3,1,1,28.94,"Above_Normal"
"733","12/31/2014",12,31,2014,12,3,1,1,28.94,"Above_Normal"
"734","12/31/2014",12,31,2014,13,3,1,1,28.94,"Above_Normal"
"735","12/31/2014",12,31,2014,14,3,1,1,28.94,"Above_Normal"
"736","12/31/2014",12,31,2014,15,3,1,1,28.04,"Above_Normal"
"737","12/31/2014",12,31,2014,16,3,1,1,26.96,"Above_Normal"
"738","12/31/2014",12,31,2014,17,3,1,1,26.06,"Above_Normal"
"739","12/31/2014",12,31,2014,18,3,1,1,26.06,"Above_Normal"
"740","12/31/2014",12,31,2014,19,3,1,1,24.98,"Above_Normal"
"741","12/31/2014",12,31,2014,20,3,1,0,24.98,"Above_Normal"
"742","12/31/2014",12,31,2014,21,3,1,0,23,"Above_Normal"
"743","12/31/2014",12,31,2014,22,3,1,0,21.92,"Above_Normal"
"744","12/31/2014",12,31,2014,23,3,1,0,21.92,"Above_Normal"
